,Field_code,hld_id,hld_farm
1738,KA13,183,CRAIGENS & CORSAPOL
1739,KA12,183,CRAIGENS & CORSAPOL
1740,KA11,183,CRAIGENS & CORSAPOL
1741,KA10,183,CRAIGENS & CORSAPOL
1742,KA1,183,CRAIGENS & CORSAPOL
1743,JU1,228,SUPERHOLDING
1744,IV9,120,BALLYCHATRIGAN
1745,IV8,120,BALLYCHATRIGAN
1746,IV7,120,BALLYCHATRIGAN
1747,IV6,120,BALLYCHATRIGAN
1748,IV5,120,BALLYCHATRIGAN
1749,IV4,120,BALLYCHATRIGAN
1750,IV3,120,BALLYCHATRIGAN
1751,IV2,120,BALLYCHATRIGAN
1752,IV11,120,BALLYCHATRIGAN
1753,IV10,120,BALLYCHATRIGAN
1754,IV1,92,UPPER COILLABUS
1755,IH9,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1756,IH8,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1757,IH7,226,SUPERHOLDING
1758,IH6,226,SUPERHOLDING
1759,IH5,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1760,IH4,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1761,IH3,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1762,IH24,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1763,IH22,226,SUPERHOLDING
1764,IH20,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1765,IH2,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1766,IH19,159,LAGGAN FARM
1767,IH18,160,LAGGAN
1768,IH17,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1769,IH16,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1770,IH15,160,LAGGAN
1771,IH14,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1772,IH12,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1773,IH11,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1774,IH10,160,LAGGAN
1775,IH1,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1776,GO8,183,CRAIGENS & CORSAPOL
1777,GO7,183,CRAIGENS & CORSAPOL
1778,GO4,183,CRAIGENS & CORSAPOL
1779,GO3,183,CRAIGENS & CORSAPOL
1780,GO12,183,CRAIGENS & CORSAPOL
1781,GO1,183,CRAIGENS & CORSAPOL
1782,GM9,188,GARTMAIN
1783,GM8,188,GARTMAIN
1784,GM7,188,GARTMAIN
1785,GM6,188,GARTMAIN
1786,GM52,226,SUPERHOLDING
1787,GM51,226,SUPERHOLDING
1788,GM50,226,SUPERHOLDING
1789,GM5,188,GARTMAIN
1790,GM49,226,SUPERHOLDING
1791,GM48,58,PENNYCRAIG
1792,GM47,226,SUPERHOLDING
1793,GM46,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1794,GM45,188,GARTMAIN
1795,GM44,188,GARTMAIN
1796,GM43,188,GARTMAIN
1797,GM42,188,GARTMAIN
1798,GM41,188,GARTMAIN
1799,GM40,188,GARTMAIN
1800,GM4,188,GARTMAIN
1801,GM39,188,GARTMAIN
1802,GM38,188,GARTMAIN
1803,GM37,188,GARTMAIN
1804,GM36,188,GARTMAIN
1805,GM35,188,GARTMAIN
1806,GM34,188,GARTMAIN
1807,GM33,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1808,GM32,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1809,GM31,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1810,GM30,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1811,GM3,188,GARTMAIN
1812,GM29,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1813,GM28,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1814,GM27,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1815,GM26,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1816,GM25,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1817,GM24,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1818,GM23,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1819,GM22,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1820,GM21,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1821,GM20,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1822,GM2,188,GARTMAIN
1823,GM19,188,GARTMAIN
1824,GM18,123,TALLANT
1825,GM17,123,TALLANT
1826,GM16,123,TALLANT
1827,GM15,123,TALLANT
1828,GM14,188,GARTMAIN
1829,GM12,188,GARTMAIN
1830,GM11,123,TALLANT
1831,GM10,188,GARTMAIN
1832,GM1,188,GARTMAIN
1833,GL9,76,KINNABUS
1834,GL8,76,KINNABUS
1835,GL7,76,KINNABUS
1836,GL6,76,KINNABUS
1837,GL5,76,KINNABUS
1838,GL4,76,KINNABUS
1839,GL31,76,KINNABUS
1840,GL3,76,KINNABUS
1841,GL27,76,KINNABUS
1842,GL26,76,KINNABUS
1843,GL25,76,KINNABUS
1844,GL24,76,KINNABUS
1845,GL23,76,KINNABUS
1846,GL22,76,KINNABUS
1847,GL21,76,KINNABUS
1848,GL20,76,KINNABUS
1849,GL2,76,KINNABUS
1850,GL19,76,KINNABUS
1851,GL18,76,KINNABUS
1852,GL17,76,KINNABUS
1853,GL16,76,KINNABUS
1854,GL15,76,KINNABUS
1855,GL14,76,KINNABUS
1856,GL13,76,KINNABUS
1857,GL12,76,KINNABUS
1858,GL11,76,KINNABUS
1859,GL10,76,KINNABUS
1860,GL1,76,KINNABUS
1861,GG9,57,COILLE & CULBUIE
1862,GG8,141,GRULINBEG
1863,GG7,141,GRULINBEG
1864,GG67,136,GRULINMORE
1865,GG66,136,GRULINMORE
1866,GG64,57,COILLE & CULBUIE
1867,GG63,57,COILLE & CULBUIE
1868,GG62,57,COILLE & CULBUIE
1869,GG61,57,COILLE & CULBUIE
1870,GG60,57,COILLE & CULBUIE
1871,GG6,57,COILLE & CULBUIE
1872,GG59,141,GRULINBEG
1873,GG58,57,COILLE & CULBUIE
1874,GG57,57,COILLE & CULBUIE
1875,GG56,57,COILLE & CULBUIE
1876,GG55,136,GRULINMORE
1877,GG54,136,GRULINMORE
1878,GG53,57,COILLE & CULBUIE
1879,GG52,57,COILLE & CULBUIE
1880,GG51,141,GRULINBEG
1881,GG50,57,COILLE & CULBUIE
1882,GG5,57,COILLE & CULBUIE
1883,GG49,57,COILLE & CULBUIE
1884,GG48,57,COILLE & CULBUIE
1885,GG47,57,COILLE & CULBUIE
1886,GG46,57,COILLE & CULBUIE
1887,GG45,141,GRULINBEG
1888,GG44,57,COILLE & CULBUIE
1889,GG43,57,COILLE & CULBUIE
1890,GG42,57,COILLE & CULBUIE
1891,GG41,57,COILLE & CULBUIE
1892,GG40,57,COILLE & CULBUIE
1893,GG4,57,COILLE & CULBUIE
1894,GG39,136,GRULINMORE
1895,GG38,57,COILLE & CULBUIE
1896,GG36,57,COILLE & CULBUIE
1897,GG35,57,COILLE & CULBUIE
1898,GG34,57,COILLE & CULBUIE
1899,GG33,57,COILLE & CULBUIE
1900,GG32,57,COILLE & CULBUIE
1901,GG3,141,GRULINBEG
1902,GG26,136,GRULINMORE
1903,GG25,57,COILLE & CULBUIE
1904,GG24,57,COILLE & CULBUIE
1905,GG23,57,COILLE & CULBUIE
1906,GG22,57,COILLE & CULBUIE
1907,GG21,57,COILLE & CULBUIE
1908,GG20,57,COILLE & CULBUIE
1909,GG2,57,COILLE & CULBUIE
1910,GG19,57,COILLE & CULBUIE
1911,GG18,57,COILLE & CULBUIE
1912,GG17,57,COILLE & CULBUIE
1913,GG16,57,COILLE & CULBUIE
1914,GG15,57,COILLE & CULBUIE
1915,GG13,57,COILLE & CULBUIE
1916,GG12,57,COILLE & CULBUIE
1917,GG11,57,COILLE & CULBUIE
1918,GG10,57,COILLE & CULBUIE
1919,GG1,57,COILLE & CULBUIE
1920,GE9,216,GEARACH FARM
1921,GE8,216,GEARACH FARM
1922,GE7,67,PORT CHARLOTTE LOTTS
1923,GE6,216,GEARACH FARM
1924,GE5,216,GEARACH FARM
1925,GE4,216,GEARACH FARM
1926,GE3,216,GEARACH FARM
1927,GE28,216,GEARACH FARM
1928,GE27,216,GEARACH FARM
1929,GE26,216,GEARACH FARM
1930,GE25,216,GEARACH FARM
1931,GE24,230,SUPERHOLDING
1932,GE23,230,SUPERHOLDING
1933,GE22,216,GEARACH FARM
1934,GE21,216,GEARACH FARM
1935,GE2,216,GEARACH FARM
1936,GE19,216,GEARACH FARM
1937,GE18,230,SUPERHOLDING
1938,GE16,216,GEARACH FARM
1939,GE15,216,GEARACH FARM
1940,GE14,43,CARN
1941,GE13,216,GEARACH FARM
1942,GE12,216,GEARACH FARM
1943,GE11,216,GEARACH FARM
1944,GE10,216,GEARACH FARM
1945,GE1,216,GEARACH FARM
1946,GD8,29,GLEN MACHRIE LOTTS
1947,GD7,29,GLEN MACHRIE LOTTS
1948,GD60,172,SUPERHOLDING
1949,GD6,29,GLEN MACHRIE LOTTS
1950,GD59,172,SUPERHOLDING
1951,GD58,99,GLENMACHRIE FARM
1952,GD57,218,GLENMACHRIE CROFT
1953,GD56,172,SUPERHOLDING
1954,GD55,218,GLENMACHRIE CROFT
1955,GD54,172,SUPERHOLDING
1956,GD53,99,GLENMACHRIE FARM
1957,GD52,99,GLENMACHRIE FARM
1958,GD51,30,ARIVOULCHALLUM
1959,GD50,30,ARIVOULCHALLUM
1960,GD5,29,GLEN MACHRIE LOTTS
1961,GD49,246,GLENEGEDALE CROFT
1962,GD48,178,GLEN MACHRIE LOTTS
1963,GD47,140,GLENEGADALE & MACHRIE
1964,GD46,178,GLEN MACHRIE LOTTS
1965,GD45,178,GLEN MACHRIE LOTTS
1966,GD44,178,GLEN MACHRIE LOTTS
1967,GD43,178,GLEN MACHRIE LOTTS
1968,GD42,178,GLEN MACHRIE LOTTS
1969,GD41,204,GLEN MACHRIE LOTTS
1970,GD40,140,GLENEGADALE & MACHRIE
1971,GD4,29,GLEN MACHRIE LOTTS
1972,GD39,140,GLENEGADALE & MACHRIE
1973,GD38,140,GLENEGADALE & MACHRIE
1974,GD36,140,GLENEGADALE & MACHRIE
1975,GD35,172,SUPERHOLDING
1976,GD34,172,SUPERHOLDING
1977,GD33,172,SUPERHOLDING
1978,GD32,172,SUPERHOLDING
1979,GD31,172,SUPERHOLDING
1980,GD30,172,SUPERHOLDING
1981,GD3,29,GLEN MACHRIE LOTTS
1982,GD23,172,SUPERHOLDING
1983,GD21,30,ARIVOULCHALLUM
1984,GD20,30,ARIVOULCHALLUM
1985,GD2,204,GLEN MACHRIE LOTTS
1986,GD19,30,ARIVOULCHALLUM
1987,GD18,30,ARIVOULCHALLUM
1988,GD17,30,ARIVOULCHALLUM
1989,GD16,172,SUPERHOLDING
1990,GD15,172,SUPERHOLDING
1991,GD14,174,SCHOOL HOUSE GRAZING
1992,GD13,174,SCHOOL HOUSE GRAZING
1993,GD12,174,SCHOOL HOUSE GRAZING
1994,GD11,140,GLENEGADALE & MACHRIE
1995,GD10,140,GLENEGADALE & MACHRIE
1996,GD1,204,GLEN MACHRIE LOTTS
1997,GC9,20,MULINDRY & AVONLUSSA
1998,GC8,20,MULINDRY & AVONLUSSA
1999,GC7,20,MULINDRY & AVONLUSSA
2000,GC6,20,MULINDRY & AVONLUSSA
2001,GC56,125,BALLYTARSIN
2002,GC55,20,MULINDRY & AVONLUSSA
2003,GC54,20,MULINDRY & AVONLUSSA
2004,GC53,84,STARCHMILL
2005,GC52,21,GARTLOIST FARM
2006,GC51,84,STARCHMILL
2007,GC50,20,MULINDRY & AVONLUSSA
2008,GC5,20,MULINDRY & AVONLUSSA
2009,GC49,125,BALLYTARSIN
2010,GC48,125,BALLYTARSIN
2011,GC47,84,STARCHMILL
2012,GC46,84,STARCHMILL
2013,GC45,84,STARCHMILL
2014,GC44,84,STARCHMILL
2015,GC43,84,STARCHMILL
2016,GC42,84,STARCHMILL
2017,GC41,84,STARCHMILL
2018,GC40,84,STARCHMILL
2019,GC4,20,MULINDRY & AVONLUSSA
2020,GC39,84,STARCHMILL
2021,GC38,84,STARCHMILL
2022,GC37,84,STARCHMILL
2023,GC36,84,STARCHMILL
2024,GC35,84,STARCHMILL
2025,GC34,84,STARCHMILL
2026,GC33,84,STARCHMILL
2027,GC32,84,STARCHMILL
2028,GC31,84,STARCHMILL
2029,GC30,84,STARCHMILL
2030,GC3,21,GARTLOIST FARM
2031,GC29,21,GARTLOIST FARM
2032,GC28,21,GARTLOIST FARM
2033,GC27,21,GARTLOIST FARM
2034,GC26,21,GARTLOIST FARM
2035,GC24,21,GARTLOIST FARM
2036,GC23,21,GARTLOIST FARM
2037,GC22,21,GARTLOIST FARM
2038,GC21,21,GARTLOIST FARM
2039,GC20,21,GARTLOIST FARM
2040,GC2,21,GARTLOIST FARM
2041,GC19,21,GARTLOIST FARM
2042,GC18,21,GARTLOIST FARM
2043,GC17,21,GARTLOIST FARM
2044,GC16,21,GARTLOIST FARM
2045,GC15,21,GARTLOIST FARM
2046,GC14,21,GARTLOIST FARM
2047,GC13,20,MULINDRY & AVONLUSSA
2048,GC12,20,MULINDRY & AVONLUSSA
2049,GC11,20,MULINDRY & AVONLUSSA
2050,GC10,20,MULINDRY & AVONLUSSA
2051,GC1,21,GARTLOIST FARM
2052,GA9,76,KINNABUS
2053,GA8,76,KINNABUS
2054,GA7,76,KINNABUS
2055,GA6,76,KINNABUS
2056,GA5,76,KINNABUS
2057,GA4,76,KINNABUS
2058,GA3,76,KINNABUS
2059,GA21,76,KINNABUS
2060,GA20,76,KINNABUS
2061,GA2,76,KINNABUS
2062,GA19,76,KINNABUS
2063,GA18,76,KINNABUS
2064,GA17,76,KINNABUS
2065,GA16,76,KINNABUS
2066,GA15,76,KINNABUS
2067,GA14,76,KINNABUS
2068,GA13,76,KINNABUS
2069,GA12,76,KINNABUS
2070,GA11,76,KINNABUS
2071,GA10,76,KINNABUS
2072,GA1,76,KINNABUS
2073,FO9,212,NO.1 FORELAND CROFT
2074,FO8,212,NO.1 FORELAND CROFT
2075,FO7,198,FORELAND & WOODSIDE
2076,FO6,198,FORELAND & WOODSIDE
2077,FO53,198,FORELAND & WOODSIDE
2078,FO52,198,FORELAND & WOODSIDE
2079,FO51,198,FORELAND & WOODSIDE
2080,FO5,198,FORELAND & WOODSIDE
2081,FO44,198,FORELAND & WOODSIDE
2082,FO40,208,FORELAND NO 2
2083,FO4,198,FORELAND & WOODSIDE
2084,FO39,241,foreland fields
2085,FO38,212,NO.1 FORELAND CROFT
2086,FO37,241,foreland fields
2087,FO36,196,UISKENTUIE
2088,FO35,241,foreland fields
2089,FO34,241,foreland fields
2090,FO33,241,foreland fields
2091,FO32,196,UISKENTUIE
2092,FO31,196,UISKENTUIE
2093,FO30,206,FORELAND FIELDS
2094,FO3,198,FORELAND & WOODSIDE
2095,FO29,198,FORELAND & WOODSIDE
2096,FO28,198,FORELAND & WOODSIDE
2097,FO27,198,FORELAND & WOODSIDE
2098,FO26,198,FORELAND & WOODSIDE
2099,FO25,208,FORELAND NO 2
2100,FO24,198,FORELAND & WOODSIDE
2101,FO23,198,FORELAND & WOODSIDE
2102,FO22,208,FORELAND NO 2
2103,FO21,208,FORELAND NO 2
2104,FO20,208,FORELAND NO 2
2105,FO2,198,FORELAND & WOODSIDE
2106,FO19,198,FORELAND & WOODSIDE
2107,FO18,229,SUPERHOLDING
2108,FO17,198,FORELAND & WOODSIDE
2109,FO16,198,FORELAND & WOODSIDE
2110,FO15,198,FORELAND & WOODSIDE
2111,FO14,198,FORELAND & WOODSIDE
2112,FO13,198,FORELAND & WOODSIDE
2113,FO12,198,FORELAND & WOODSIDE
2114,FO11,198,FORELAND & WOODSIDE
2115,FO10,212,NO.1 FORELAND CROFT
2116,FO1,198,FORELAND & WOODSIDE
2117,FL9,26,BALULIVE FARM
2118,FL7,32,FINLAGGAN
2119,FL6,32,FINLAGGAN
2120,FL5,32,FINLAGGAN
2121,FL4,32,FINLAGGAN
2122,FL39,189,KEPPOLS FARM
2123,FL38,189,KEPPOLS FARM
2124,FL37,26,BALULIVE FARM
2125,FL36,26,BALULIVE FARM
2126,FL35,26,BALULIVE FARM
2127,FL34,189,KEPPOLS FARM
2128,FL33,32,FINLAGGAN
2129,FL31,189,KEPPOLS FARM
2130,FL30,189,KEPPOLS FARM
2131,FL3,32,FINLAGGAN
2132,FL29,26,BALULIVE FARM
2133,FL28,26,BALULIVE FARM
2134,FL27,26,BALULIVE FARM
2135,FL26,26,BALULIVE FARM
2136,FL25,26,BALULIVE FARM
2137,FL24,26,BALULIVE FARM
2138,FL23,32,FINLAGGAN
2139,FL22,26,BALULIVE FARM
2140,FL21,26,BALULIVE FARM
2141,FL20,26,BALULIVE FARM
2142,FL2,32,FINLAGGAN
2143,FL19,26,BALULIVE FARM
2144,FL18,26,BALULIVE FARM
2145,FL17,32,FINLAGGAN
2146,FL16,32,FINLAGGAN
2147,FL15,32,FINLAGGAN
2148,FL14,32,FINLAGGAN
2149,FL13,32,FINLAGGAN
2150,FL12,32,FINLAGGAN
2151,FL11,32,FINLAGGAN
2152,FL10,32,FINLAGGAN
2153,FL1,32,FINLAGGAN
2154,FH1,236,CARRAIG FHADA FARM
2155,EO9,37,EORRABUS & SKERROLS
2156,EO8,37,EORRABUS & SKERROLS
2157,EO7,37,EORRABUS & SKERROLS
2158,EO60,37,EORRABUS & SKERROLS
2159,EO6,37,EORRABUS & SKERROLS
2160,EO58,190,BALLIMARTIN
2161,EO57,190,BALLIMARTIN
2162,EO56,190,BALLIMARTIN
2163,EO55,187,SCARRABUS
2164,EO54,187,SCARRABUS
2165,EO53,187,SCARRABUS
2166,EO52,187,SCARRABUS
2167,EO51,187,SCARRABUS
2168,EO50,187,SCARRABUS
2169,EO5,37,EORRABUS & SKERROLS
2170,EO49,190,BALLIMARTIN
2171,EO48,190,BALLIMARTIN
2172,EO47,190,BALLIMARTIN
2173,EO46,190,BALLIMARTIN
2174,EO45,190,BALLIMARTIN
2175,EO44,190,BALLIMARTIN
2176,EO43,190,BALLIMARTIN
2177,EO42,190,BALLIMARTIN
2178,EO41,190,BALLIMARTIN
2179,EO4,37,EORRABUS & SKERROLS
2180,EO39,190,BALLIMARTIN
2181,EO38,190,BALLIMARTIN
2182,EO37,37,EORRABUS & SKERROLS
2183,EO36,37,EORRABUS & SKERROLS
2184,EO35,37,EORRABUS & SKERROLS
2185,EO34,37,EORRABUS & SKERROLS
2186,EO33,187,SCARRABUS
2187,EO32,37,EORRABUS & SKERROLS
2188,EO31,190,BALLIMARTIN
2189,EO30,190,BALLIMARTIN
2190,EO3,37,EORRABUS & SKERROLS
2191,EO29,190,BALLIMARTIN
2192,EO28,190,BALLIMARTIN
2193,EO27,37,EORRABUS & SKERROLS
2194,EO26,37,EORRABUS & SKERROLS
2195,EO25,37,EORRABUS & SKERROLS
2196,EO24,37,EORRABUS & SKERROLS
2197,EO23,37,EORRABUS & SKERROLS
2198,EO22,187,SCARRABUS
2199,EO21,187,SCARRABUS
2200,EO20,27,ISLAY HOME FARM
2201,EO2,37,EORRABUS & SKERROLS
2202,EO19,37,EORRABUS & SKERROLS
2203,EO18,187,SCARRABUS
2204,EO17,187,SCARRABUS
2205,EO16,187,SCARRABUS
2206,EO15,187,SCARRABUS
2207,EO12,187,SCARRABUS
2208,EO11,187,SCARRABUS
2209,EO10,37,EORRABUS & SKERROLS
2210,EO1,37,EORRABUS & SKERROLS
2211,EK9,25,ESKNISH & DRUMNASGIAG
2212,EK8,25,ESKNISH & DRUMNASGIAG
2213,EK7,25,ESKNISH & DRUMNASGIAG
2214,EK6,25,ESKNISH & DRUMNASGIAG
2215,EK59,25,ESKNISH & DRUMNASGIAG
2216,EK58,25,ESKNISH & DRUMNASGIAG
2217,EK57,137,KEPPELSMORE & TERVAGAIN
2218,EK56,137,KEPPELSMORE & TERVAGAIN
2219,EK55,137,KEPPELSMORE & TERVAGAIN
2220,EK54,137,KEPPELSMORE & TERVAGAIN
2221,EK53,137,KEPPELSMORE & TERVAGAIN
2222,EK52,137,KEPPELSMORE & TERVAGAIN
2223,EK51,137,KEPPELSMORE & TERVAGAIN
2224,EK50,137,KEPPELSMORE & TERVAGAIN
2225,EK5,25,ESKNISH & DRUMNASGIAG
2226,EK49,137,KEPPELSMORE & TERVAGAIN
2227,EK48,25,ESKNISH & DRUMNASGIAG
2228,EK47,25,ESKNISH & DRUMNASGIAG
2229,EK46,25,ESKNISH & DRUMNASGIAG
2230,EK44,25,ESKNISH & DRUMNASGIAG
2231,EK43,137,KEPPELSMORE & TERVAGAIN
2232,EK42,25,ESKNISH & DRUMNASGIAG
2233,EK41,25,ESKNISH & DRUMNASGIAG
2234,EK40,25,ESKNISH & DRUMNASGIAG
2235,EK4,25,ESKNISH & DRUMNASGIAG
2236,EK39,25,ESKNISH & DRUMNASGIAG
2237,EK38,25,ESKNISH & DRUMNASGIAG
2238,EK37,25,ESKNISH & DRUMNASGIAG
2239,EK36,25,ESKNISH & DRUMNASGIAG
2240,EK35,25,ESKNISH & DRUMNASGIAG
2241,EK34,25,ESKNISH & DRUMNASGIAG
2242,EK33,25,ESKNISH & DRUMNASGIAG
2243,EK32,25,ESKNISH & DRUMNASGIAG
2244,EK31,25,ESKNISH & DRUMNASGIAG
2245,EK30,25,ESKNISH & DRUMNASGIAG
2246,EK3,25,ESKNISH & DRUMNASGIAG
2247,EK29,25,ESKNISH & DRUMNASGIAG
2248,EK28,25,ESKNISH & DRUMNASGIAG
2249,EK27,25,ESKNISH & DRUMNASGIAG
2250,EK26,25,ESKNISH & DRUMNASGIAG
2251,EK25,25,ESKNISH & DRUMNASGIAG
2252,EK24,25,ESKNISH & DRUMNASGIAG
2253,EK23,25,ESKNISH & DRUMNASGIAG
2254,EK22,25,ESKNISH & DRUMNASGIAG
2255,EK21,25,ESKNISH & DRUMNASGIAG
2256,EK20,25,ESKNISH & DRUMNASGIAG
2257,EK2,25,ESKNISH & DRUMNASGIAG
2258,EK19,25,ESKNISH & DRUMNASGIAG
2259,EK18,137,KEPPELSMORE & TERVAGAIN
2260,EK17,25,ESKNISH & DRUMNASGIAG
2261,EK16,25,ESKNISH & DRUMNASGIAG
2262,EK15,25,ESKNISH & DRUMNASGIAG
2263,EK14,25,ESKNISH & DRUMNASGIAG
2264,EK13,25,ESKNISH & DRUMNASGIAG
2265,EK12,25,ESKNISH & DRUMNASGIAG
2266,EK11,25,ESKNISH & DRUMNASGIAG
2267,EK10,25,ESKNISH & DRUMNASGIAG
2268,EK1,25,ESKNISH & DRUMNASGIAG
2269,EE9,180,EASTER ELLISTER
2270,EE8,180,EASTER ELLISTER
2271,EE7,180,EASTER ELLISTER
2272,EE6,180,EASTER ELLISTER
2273,EE5,180,EASTER ELLISTER
2274,EE4,180,EASTER ELLISTER
2275,EE3,180,EASTER ELLISTER
2276,EE2,180,EASTER ELLISTER
2277,EE19,180,EASTER ELLISTER
2278,EE18,72,WESTER ELLISTER
2279,EE17,36,OCTOFAD FARM
2280,EE16,180,EASTER ELLISTER
2281,EE14,180,EASTER ELLISTER
2282,EE13,180,EASTER ELLISTER
2283,EE1,180,EASTER ELLISTER
2284,DU9,158,DUICH FARM
2285,DU8,158,DUICH FARM
2286,DU7,158,DUICH FARM
2287,DU6,158,DUICH FARM
2288,DU5,158,DUICH FARM
2289,DU4,158,DUICH FARM
2290,DU3,158,DUICH FARM
2291,DU29,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2292,DU28,226,SUPERHOLDING
2293,DU26,226,SUPERHOLDING
2294,DU25,98,TORRA FARM
2295,DU24,98,TORRA FARM
2296,DU23,98,TORRA FARM
2297,DU22,98,TORRA FARM
2298,DU21,98,TORRA FARM
2299,DU20,98,TORRA FARM
2300,DU2,158,DUICH FARM
2301,DU19,98,TORRA FARM
2302,DU18,226,SUPERHOLDING
2303,DU17,158,DUICH FARM
2304,DU16,158,DUICH FARM
2305,DU15,158,DUICH FARM
2306,DU14,158,DUICH FARM
2307,DU12,158,DUICH FARM
2308,DU11,158,DUICH FARM
2309,DU10,158,DUICH FARM
2310,DU1,158,DUICH FARM
2311,DA9,13,DAILL
2312,DA8,13,DAILL
2313,DA7,13,DAILL
2314,DA6,13,DAILL
2315,DA5,13,DAILL
2316,DA4,13,DAILL
2317,DA3,13,DAILL
2318,DA28,13,DAILL
2319,DA27,13,DAILL
2320,DA26,13,DAILL
2321,DA25,13,DAILL
2322,DA24,13,DAILL
2323,DA23,13,DAILL
2324,DA22,13,DAILL
2325,DA21,13,DAILL
2326,DA20,13,DAILL
2327,DA2,13,DAILL
2328,DA19,13,DAILL
2329,DA18,13,DAILL
2330,DA17,13,DAILL
2331,DA16,13,DAILL
2332,DA15,13,DAILL
2333,DA14,13,DAILL
2334,DA13,13,DAILL
2335,DA12,13,DAILL
2336,DA11,13,DAILL
2337,DA10,13,DAILL
2338,DA1,13,DAILL
2339,CY9,129,LAGGAN ESTATE;2 CORRARY;132 BOWMORE
2340,CY8,129,LAGGAN ESTATE;2 CORRARY;132 BOWMORE
2341,CY7,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2342,CY6,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2343,CY5,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2344,CY4,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2345,CY3,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2346,CY29,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2347,CY27,129,LAGGAN ESTATE;2 CORRARY;132 BOWMORE
2348,CY26,129,LAGGAN ESTATE;2 CORRARY;132 BOWMORE
2349,CY25,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2350,CY24,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2351,CY23,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2352,CY22,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2353,CY21,266,Newmains
2354,CY20,266,Newmains
2355,CY2,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2356,CY19,226,SUPERHOLDING
2357,CY18,226,SUPERHOLDING
2358,CY17,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2359,CY16,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2360,CY15,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2361,CY14,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2362,CY13,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2363,CY12,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2364,CY11,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2365,CY10,129,LAGGAN ESTATE;2 CORRARY;132 BOWMORE
2366,CY1,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2367,CW9,44,CARN TORMISDALE
2368,CW8,100,LOSSIT
2369,CW7,100,LOSSIT
2370,CW6,44,CARN TORMISDALE
2371,CW5,44,CARN TORMISDALE
2372,CW4,44,CARN TORMISDALE
2373,CW39,44,CARN TORMISDALE
2374,CW38,44,CARN TORMISDALE
2375,CW37,230,SUPERHOLDING
2376,CW36,249,TORMISDALE CROFT
2377,CW35,230,SUPERHOLDING
2378,CW34,249,TORMISDALE CROFT
2379,CW33,249,TORMISDALE CROFT
2380,CW32,230,SUPERHOLDING
2381,CW31,230,SUPERHOLDING
2382,CW30,230,SUPERHOLDING
