"","X.1","Device_ID","Winter","PP_Shoot","Habitat","case_","ceh_broad","Case","weight","Used","weight2","gbg_dist_points"
"5126",5126,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,1448.45778245537
"5127",5127,"BARN11",2019,"post","1",FALSE,"other",0,1,"Avail",1,737.629230544023
"5128",5128,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,35.9069939646746
"5129",5129,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1224.35937864294
"5130",5130,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1352.55530252677
"5131",5131,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,122.475020543048
"5132",5132,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,772.099943042426
"5133",5133,"BARN11",2019,"post","19",FALSE,"saltmarsh_coastal",0,1,"Avail",1,424.211050312883
"5134",5134,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,210.436167397006
"5135",5135,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,1254.22387849673
"5136",5136,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1159.54967598291
"5137",5137,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,349.101077165463
"5138",5138,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1387.80847651625
"5139",5139,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,691.91593416267
"5140",5140,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2130.95139137123
"5141",5141,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,3112.06546879412
"5142",5142,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1780.6720102927
"5143",5143,"BARN11",2019,"post","7",FALSE,"other_grassland",0,1,"Avail",1,2905.08488361617
"5144",5144,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,146.599580679284
"5145",5145,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1240.78960739588
"5146",5146,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1541.95840207648
"5147",5147,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,78.3973583181285
"5148",5148,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,452.814014732379
"5149",5149,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,2848.11920120575
"5150",5150,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,2173.86692424858
"5151",5151,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,754.000258883399
"5152",5152,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,3764.73072113
"5153",5153,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1976.15656662945
"5154",5154,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,3304.08237240266
"5155",5155,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,3522.97996517358
"5156",5156,"BARN11",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,754.587346370969
"5157",5157,"BARN11",2019,"post","19",FALSE,"saltmarsh_coastal",0,1,"Avail",1,591.888820525366
"5158",5158,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,188.898732686803
"5159",5159,"BARN11",2019,"post","2",FALSE,"other",0,1,"Avail",1,236.883776044142
"5160",5160,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,513.366679821579
"5161",5161,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1868.32391846795
"5162",5162,"BARN11",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,1155.57255111227
"5163",5163,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,198.550973158698
"5164",5164,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1368.2260096236
"5165",5165,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,3508.77030225094
"5166",5166,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,303.190992543294
"5167",5167,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,651.116297384974
"5168",5168,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,44.9610558793067
"5169",5169,"BARN11",2019,"post","7",FALSE,"other_grassland",0,1,"Avail",1,1609.6127367591
"5170",5170,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1016.67073804348
"5171",5171,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,917.725893827132
"5172",5172,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,626.485604549645
"5173",5173,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1821.51769011429
"5174",5174,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,197.576519671615
"5175",5175,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2237.95939191875
"5176",5176,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,486.602020865404
"5177",5177,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1969.79574618941
"5178",5178,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,769.931993938412
"5179",5179,"BARN11",2019,"post","2",FALSE,"other",0,1,"Avail",1,443.166286912442
"5180",5180,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1489.29272207078
"5181",5181,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,59.5847056810863
"5182",5182,"BARN11",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1904.85859085612
"5183",5183,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,261.234530354187
"5184",5184,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1090.02423727416
"5185",5185,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1580.38799323341
"5186",5186,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,781.3744773363
"5187",5187,"BARN11",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1183.81513798934
"5188",5188,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,487.523424160188
"5189",5189,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,531.672828162015
"5190",5190,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,906.154800243935
"5191",5191,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,900.378088112208
"5192",5192,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1001.49353364634
"5193",5193,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,345.199433018183
"5194",5194,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,985.284416996747
"5195",5195,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,53.0829029778865
"5196",5196,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,279.36807129076
"5197",5197,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2644.15941724178
"5198",5198,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,221.560739605762
"5199",5199,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,2794.61957865241
"5200",5200,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,318.218155440486
"5201",5201,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,781.916994792754
"5202",5202,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1292.7555299441
"5203",5203,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1823.64652511778
"5204",5204,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,208.552885048653
"5205",5205,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1779.62536941229
"5206",5206,"BARN11",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,697.459065936563
"5207",5207,"BARN11",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,415.082764101669
"5208",5208,"BARN11",2019,"post","1",FALSE,"other",0,1,"Avail",1,901.169648626801
"5209",5209,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,263.423767309906
"5210",5210,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,613.2001959483
"5211",5211,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,3211.66650712929
"5212",5212,"BARN11",2019,"post","1",FALSE,"other",0,1,"Avail",1,740.129914650322
"5213",5213,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,1366.16282384019
"5214",5214,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,278.115297810966
"5215",5215,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,596.730335861285
"5216",5216,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,1000.89788908796
"5217",5217,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,2351.2503115927
"5218",5218,"BARN11",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,1023.56835497628
"5219",5219,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,417.22224021481
"5220",5220,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2093.17351537158
"5221",5221,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1879.68563731839
"5222",5222,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,242.771177292075
"5223",5223,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,320.079529015189
"5224",5224,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,919.156044293127
"5225",5225,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1168.25165049114
"5226",5226,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1272.53657432213
"5227",5227,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,847.302821798522
"5228",5228,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,490.811778865282
"5229",5229,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1681.74346722794
"5230",5230,"BARN11",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1395.22246388955
"5231",5231,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,47.0080240750458
"5232",5232,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1844.50450297043
"5233",5233,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,509.36495232187
"5234",5234,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1538.97460411262
"5235",5235,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1383.64416412229
"5236",5236,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,3561.46856780127
"5237",5237,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,324.337978290429
"5238",5238,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,29.1750105518967
"5239",5239,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,4658.75205784332
"5240",5240,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,2481.45168996231
"5241",5241,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,259.166045777994
"5242",5242,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,1477.86242468601
"5243",5243,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2150.20027861229
"5244",5244,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,373.455455466566
"5245",5245,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1989.01924483544
"5246",5246,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2168.66008784271
"5247",5247,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,3046.00634233772
"5248",5248,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1439.43807816039
"5249",5249,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,2309.75755078446
"5250",5250,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1814.50633058448
"5251",5251,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2276.65632747513
"5252",5252,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1283.10014391684
"5253",5253,"BARN11",2019,"post","1",FALSE,"other",0,1,"Avail",1,2044.50634982192
"5254",5254,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,848.102518943415
"5255",5255,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,3355.06541496724
"5256",5256,"BARN11",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,738.848177078464
"5257",5257,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,374.82673763755
"5258",5258,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,75.3986020640248
"5259",5259,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,716.142035659322
"5260",5260,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,916.107619886117
"5261",5261,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,712.634890552351
"5262",5262,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,2072.07358565859
"5263",5263,"BARN11",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,537.762798957519
"5264",5264,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,3339.27198267385
"5265",5265,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,596.205904679717
"5266",5266,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,3743.72910017063
"5267",5267,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,4111.6021036001
"5268",5268,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,3342.95992662715
"5269",5269,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1251.99266126372
"5270",5270,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1388.24404093438
"5271",5271,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,404.805387335425
"5272",5272,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,194.140843705419
"5273",5273,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,952.699938275147
"5274",5274,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1157.72715205458
"5275",5275,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1767.10120161238
"5276",5276,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,365.636597109813
"5277",5277,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,22.3292799373863
"5278",5278,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1515.50822426714
"5279",5279,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1169.40024900259
"5280",5280,"BARN11",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,946.825536610621
"5281",5281,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,272.799064736072
"5282",5282,"BARN11",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1807.24430931908
"5283",5283,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,714.50138742413
"5284",5284,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,458.919391230531
"5285",5285,"BARN11",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1303.49768684512
"5286",5286,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2364.10235830702
"5287",5287,"BARN11",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,513.793893609244
"5288",5288,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,1287.85835577434
"5289",5289,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,1400.36264056471
"5290",5290,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,211.804942962306
"5291",5291,"BARN11",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,679.609531474473
"5292",5292,"BARN11",2019,"post","check",FALSE,"other",0,1,"Avail",1,2322.39044403098
"5293",5293,"BARN11",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1674.4017996843
"5294",5294,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,995.483914833
"5295",5295,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,550.059592311301
"5296",5296,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2592.07773507241
"5297",5297,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,1855.11054725853
"5298",5298,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1419.29323168132
"5299",5299,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,326.445155539113
"5300",5300,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2094.69256196317
"5301",5301,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1518.69860553832
"5302",5302,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,608.583453700273
"5303",5303,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,2921.14368819317
"5304",5304,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,1659.81586569357
"5305",5305,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,3000.34844784852
"5306",5306,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,146.792800817766
"5307",5307,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,1566.87865098732
"5308",5308,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,605.504005680557
"5309",5309,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,188.29216014934
"5310",5310,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,209.201976358232
"5311",5311,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1934.64520678992
"5312",5312,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,196.793846356935
"5313",5313,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,613.134426485727
"5314",5314,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,675.18743014004
"5315",5315,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,593.79884067735
"5316",5316,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,228.437126152712
"5317",5317,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,2112.24827174765
"5318",5318,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1159.57801279305
"5319",5319,"BARN12",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,268.995424479252
"5320",5320,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,883.398421755806
"5321",5321,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,981.665198007487
"5322",5322,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,445.56393573682
"5323",5323,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,626.931931277625
"5324",5324,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,355.694661680555
"5325",5325,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1482.29191374607
"5326",5326,"BARN12",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,497.862057579345
"5327",5327,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1027.21024614556
"5328",5328,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,389.876257212764
"5329",5329,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,99.5659351014537
"5330",5330,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,897.862944378118
"5331",5331,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1423.64433161884
"5332",5332,"BARN12",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,571.598335020004
"5333",5333,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1246.47887591234
"5334",5334,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1305.21063491962
"5335",5335,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,637.285509728089
"5336",5336,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,1241.80331983625
"5337",5337,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,2858.3194227225
"5338",5338,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,8.51941254105481
"5339",5339,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,1499.78941670769
"5340",5340,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2939.60017753024
"5341",5341,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1422.90433660365
"5342",5342,"BARN12",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,536.985268083777
"5343",5343,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1131.1105083443
"5344",5344,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1003.82417478731
"5345",5345,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,750.10271982372
"5346",5346,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,3524.69625674229
"5347",5347,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,720.054995900199
"5348",5348,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,981.735157769294
"5349",5349,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,917.789061901819
"5350",5350,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,114.977804945826
"5351",5351,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2696.71656542207
"5352",5352,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,610.409197307543
"5353",5353,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1128.41803683354
"5354",5354,"BARN12",2019,"post","1",FALSE,"other",0,1,"Avail",1,276.177108166248
"5355",5355,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,952.085539745296
"5356",5356,"BARN12",2019,"post","1",FALSE,"other",0,1,"Avail",1,277.687942409751
"5357",5357,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,460.304314334964
"5358",5358,"BARN12",2019,"post","1",FALSE,"other",0,1,"Avail",1,282.942389032524
"5359",5359,"BARN12",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1548.28113174723
"5360",5360,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,1387.61205001141
"5361",5361,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,914.688703113466
"5362",5362,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,364.408710845636
"5363",5363,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,177.08706954984
"5364",5364,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,1227.34348409331
"5365",5365,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,2593.22065536412
"5366",5366,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,15.7435082294546
"5367",5367,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,36.7876094357335
"5368",5368,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,2344.86141146837
"5369",5369,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1809.07843444723
"5370",5370,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1358.02742309221
"5371",5371,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,608.021756294596
"5372",5372,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1664.32729845916
"5373",5373,"BARN12",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,560.834736327702
"5374",5374,"BARN12",2019,"post","1",FALSE,"other",0,1,"Avail",1,635.904547148519
"5375",5375,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,2315.34275743163
"5376",5376,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,336.496175471612
"5377",5377,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,4483.3595219346
"5378",5378,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1090.22851616371
"5379",5379,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,744.155080219825
"5380",5380,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,1315.61647904399
"5381",5381,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1744.82670092837
"5382",5382,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,776.914527871628
"5383",5383,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,1210.44752895649
"5384",5384,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,686.655653267355
"5385",5385,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,119.266383550269
"5386",5386,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,170.476680054606
"5387",5387,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,772.03275073582
"5388",5388,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,144.090595421142
"5389",5389,"BARN12",2019,"post","2",FALSE,"other",0,1,"Avail",1,1211.65189877262
"5390",5390,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,3215.15552082769
"5391",5391,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,597.94527003523
"5392",5392,"BARN12",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,357.148388263931
"5393",5393,"BARN12",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,9.17912930168402
"5394",5394,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1750.98958377239
"5395",5395,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,334.474923822544
"5396",5396,"BARN12",2019,"post","11",FALSE,"bog",0,1,"Avail",1,128.715271436978
"5397",5397,"BARN12",2019,"post","check",FALSE,"other",0,1,"Avail",1,2642.21331073564
"5398",5398,"BARN12",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,932.655209142064
"5399",5399,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,860.747431702389
"5400",5400,"BARN12",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,573.133910876262
"5401",5401,"BARN12",2019,"post","2",FALSE,"other",0,1,"Avail",1,1403.60675161609
