"","X.1","Device_ID","Winter","PP_Shoot","Habitat","case_","ceh_broad","Case","weight","Used","weight2","gbg_dist_points"
"1588",1588,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,368.377650758041
"1589",1589,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,825.066448812934
"1590",1590,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2449.82443292149
"1591",1591,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1881.73683751431
"1592",1592,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,149.171597987613
"1593",1593,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2715.91258959505
"1594",1594,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1683.88632367047
"1595",1595,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2091.38971811554
"1596",1596,"194239",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,902.774450085987
"1597",1597,"194239",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1099.13852249823
"1598",1598,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,2224.47795967917
"1599",1599,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,118.738312925123
"1600",1600,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,153.02872985473
"1601",1601,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,77.2531616799333
"1602",1602,"194239",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,430.695989071041
"1603",1603,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,3215.65450217497
"1604",1604,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2057.677443248
"1605",1605,"194239",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1826.71827395149
"1606",1606,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,553.219838855898
"1607",1607,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2505.8845642525
"1608",1608,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2687.30407580836
"1609",1609,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,436.374604413129
"1610",1610,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,952.505069445201
"1611",1611,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,437.827193202224
"1612",1612,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,423.530836002591
"1613",1613,"194239",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,656.63468262114
"1614",1614,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1933.61570124008
"1615",1615,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,114.305490469888
"1616",1616,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,121.938494141522
"1617",1617,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,47.053906021357
"1618",1618,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,364.582392076982
"1619",1619,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,378.725267773693
"1620",1620,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,352.254189359358
"1621",1621,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,446.321798026263
"1622",1622,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,500.510779440458
"1623",1623,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1653.61060799064
"1624",1624,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1142.18868743588
"1625",1625,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1096.35360057547
"1626",1626,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1980.25452024002
"1627",1627,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1622.6982502666
"1628",1628,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2198.7291624941
"1629",1629,"194239",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,1346.13911309719
"1630",1630,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,23.834626388864
"1631",1631,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1050.06680644904
"1632",1632,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,1198.42637467654
"1633",1633,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1534.48393498241
"1634",1634,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1191.10554480631
"1635",1635,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1181.04487198367
"1636",1636,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,544.502288278421
"1637",1637,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,732.762385548745
"1638",1638,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,94.4395300012711
"1639",1639,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1054.34238224236
"1640",1640,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1906.27192783276
"1641",1641,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,197.081552703899
"1642",1642,"194239",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,818.430401695662
"1643",1643,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,820.344699193668
"1644",1644,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,247.256993611947
"1645",1645,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2286.71394759671
"1646",1646,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,473.714589571939
"1647",1647,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1493.77839406519
"1648",1648,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,805.688028489125
"1649",1649,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,179.290844376324
"1650",1650,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,2839.40973226378
"1651",1651,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,103.292726779897
"1652",1652,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,243.732007773449
"1653",1653,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1278.72752047179
"1654",1654,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,794.487840807744
"1655",1655,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,125.358171730377
"1656",1656,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,355.419963766995
"1657",1657,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,391.410522148138
"1658",1658,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,697.067891524976
"1659",1659,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2194.41740985152
"1660",1660,"194239",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,2294.79378455196
"1661",1661,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2614.89203318407
"1662",1662,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,68.731510337199
"1663",1663,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,721.194687039536
"1664",1664,"194239",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,757.032245046383
"1665",1665,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,724.795024290004
"1666",1666,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,178.703472934818
"1667",1667,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,305.808207445039
"1668",1668,"194239",2019,"post","2",FALSE,"other",0,1,"Avail",1,1077.24623287108
"1669",1669,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,796.776865451919
"1670",1670,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1150.25554114109
"1671",1671,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,88.3915897593444
"1672",1672,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1029.42792677722
"1673",1673,"194239",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,342.007742261152
"1674",1674,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1804.75606097909
"1675",1675,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1496.65113139333
"1676",1676,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,182.201569505443
"1677",1677,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2878.65608734363
"1678",1678,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1313.51629826677
"1679",1679,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,941.939411590405
"1680",1680,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,788.443981927896
"1681",1681,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,353.227633513767
"1682",1682,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,57.6234958642029
"1683",1683,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,533.616771516436
"1684",1684,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,445.691226413798
"1685",1685,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,561.067614795122
"1686",1686,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,288.164798771683
"1687",1687,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,4401.55885462109
"1688",1688,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,672.211930590451
"1689",1689,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,254.659549813344
"1690",1690,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,888.988037834255
"1691",1691,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1393.1830012013
"1692",1692,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1132.02546089859
"1693",1693,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,144.839097520762
"1694",1694,"194239",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1818.66304056052
"1695",1695,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,3242.56872615181
"1696",1696,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,761.763210205898
"1697",1697,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1329.00817846115
"1698",1698,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1370.72485191909
"1699",1699,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,2283.33362775057
"1700",1700,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2349.10385109088
"1701",1701,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,72.1113044839812
"1702",1702,"194239",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1889.51817046189
"1703",1703,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,2515.04033043879
"1704",1704,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,846.21527386212
"1705",1705,"194239",2019,"post","2",FALSE,"other",0,1,"Avail",1,1460.13700281067
"1706",1706,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,556.803762310412
"1707",1707,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,967.211981422524
"1708",1708,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2208.44607478127
"1709",1709,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1626.674173592
"1710",1710,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1561.69143679558
"1711",1711,"194239",2019,"post","19",FALSE,"saltmarsh_coastal",0,1,"Avail",1,458.154333803718
"1712",1712,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,552.406835854368
"1713",1713,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,329.936160919974
"1714",1714,"194239",2019,"post","1",FALSE,"other",0,1,"Avail",1,88.6217916939464
"1715",1715,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1145.74160493889
"1716",1716,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,427.567884970506
"1717",1717,"194239",2019,"post","21",FALSE,"other",0,1,"Avail",1,83.6356163388985
"1718",1718,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,220.338134953919
"1719",1719,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1597.26619223956
"1720",1720,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2599.31849308081
"1721",1721,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2990.06669228484
"1722",1722,"194239",2019,"post","2",FALSE,"other",0,1,"Avail",1,519.599128998414
"1723",1723,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,693.080385588026
"1724",1724,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1662.70181600373
"1725",1725,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1055.66209144537
"1726",1726,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,553.34039410019
"1727",1727,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2140.51407267703
"1728",1728,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1174.62765563288
"1729",1729,"194239",2019,"post","2",FALSE,"other",0,1,"Avail",1,165.332062080319
"1730",1730,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,462.998364642476
"1731",1731,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,709.255937718438
"1732",1732,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,360.071574395441
"1733",1733,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,340.254691712738
"1734",1734,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,511.971013105883
"1735",1735,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2017.90117394498
"1736",1736,"194239",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,894.584131888267
"1737",1737,"194239",2019,"post","11",FALSE,"bog",0,1,"Avail",1,521.197468446118
"1738",1738,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,114.859155900888
"1739",1739,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,3719.40188582964
"1740",1740,"194239",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,963.262353197401
"1741",1741,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,407.715383989874
"1742",1742,"194239",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,62.6972189738124
"1743",1743,"194239",2019,"post","check",FALSE,"other",0,1,"Avail",1,1712.09885413816
"1744",1744,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,675.827851949007
"1745",1745,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,183.752564141636
"1746",1746,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,104.084215088369
"1747",1747,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,4994.37788475246
"1748",1748,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,298.972942035791
"1749",1749,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,116.007141214604
"1750",1750,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,1842.48206902795
"1751",1751,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,3858.78528577345
"1752",1752,"194241",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,357.399923769638
"1753",1753,"194241",2019,"post","7",FALSE,"other_grassland",0,1,"Avail",1,2613.40148844973
"1754",1754,"194241",2019,"post","1",FALSE,"other",0,1,"Avail",1,317.216378515712
"1755",1755,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,16.6738218830265
"1756",1756,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1440.68143972286
"1757",1757,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,3728.50630818393
"1758",1758,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2236.95704005552
"1759",1759,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,428.809527637701
"1760",1760,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1397.57923120345
"1761",1761,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1368.35046355903
"1762",1762,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,540.276652086607
"1763",1763,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,701.898668182719
"1764",1764,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1355.38600026894
"1765",1765,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,3166.22932511472
"1766",1766,"194241",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,146.614538177554
"1767",1767,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1730.7105050402
"1768",1768,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,956.381645362719
"1769",1769,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,913.337483434489
"1770",1770,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,935.831362824212
"1771",1771,"194241",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,301.920656159013
"1772",1772,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,60.8674595733045
"1773",1773,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,3692.69767096645
"1774",1774,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,387.544355707457
"1775",1775,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2026.4891823832
"1776",1776,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2370.91924702149
"1777",1777,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2280.68544234774
"1778",1778,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,349.858806255085
"1779",1779,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1886.86455697473
"1780",1780,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,885.101753548717
"1781",1781,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2378.34691027552
"1782",1782,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,598.065517033358
"1783",1783,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,264.068320221587
"1784",1784,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,1347.46967150769
"1785",1785,"194241",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,848.993681468848
"1786",1786,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,2078.79537409014
"1787",1787,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1263.00413495948
"1788",1788,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1218.24958156395
"1789",1789,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,21.1208293464796
"1790",1790,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,3106.63253028812
"1791",1791,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,4576.82267456786
"1792",1792,"194241",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,629.922054099322
"1793",1793,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1486.22305843435
"1794",1794,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,537.737207402549
"1795",1795,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,282.030332011611
"1796",1796,"194241",2019,"post","2",FALSE,"other",0,1,"Avail",1,787.955241007474
"1797",1797,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1077.25148875035
"1798",1798,"194241",2019,"post","1",FALSE,"other",0,1,"Avail",1,302.015202333805
"1799",1799,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1379.48817638106
"1800",1800,"194241",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,33.1333081571674
"1801",1801,"194241",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,578.510159923299
"1802",1802,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,826.483710179717
"1803",1803,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,595.056100871094
"1804",1804,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,2213.50585680673
"1805",1805,"194241",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,418.101132405726
"1806",1806,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,886.369380859767
"1807",1807,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2338.18964073804
"1808",1808,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,724.856981628625
"1809",1809,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,267.740426331926
"1810",1810,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,770.710723581282
"1811",1811,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,728.095063976433
"1812",1812,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,634.309615419709
"1813",1813,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,967.418734030195
"1814",1814,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,1011.29505165008
"1815",1815,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,4114.38298953726
"1816",1816,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,31.2952720823649
"1817",1817,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2092.34866125329
"1818",1818,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,639.341136774977
"1819",1819,"194241",2019,"post","1",FALSE,"other",0,1,"Avail",1,24.904616301316
"1820",1820,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,718.746039659853
"1821",1821,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,337.666175498781
"1822",1822,"194241",2019,"post","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1544.79477040624
"1823",1823,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,180.636887836562
"1824",1824,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,1329.26951292042
"1825",1825,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,4220.80588918839
"1826",1826,"194241",2019,"post","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,305.350508230353
"1827",1827,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,2490.51035800876
"1828",1828,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,4529.39218516082
"1829",1829,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,38.9961451395042
"1830",1830,"194241",2019,"post","2",FALSE,"other",0,1,"Avail",1,982.603701570009
"1831",1831,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,347.164869277531
"1832",1832,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,2755.29660556749
"1833",1833,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,1483.53271246115
"1834",1834,"194241",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,725.738150786074
"1835",1835,"194241",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,43.5821127340699
"1836",1836,"194241",2019,"post","1",FALSE,"other",0,1,"Avail",1,140.416333038312
"1837",1837,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,1089.39802757057
"1838",1838,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,515.197053565195
"1839",1839,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,237.822788520814
"1840",1840,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,183.387630446364
"1841",1841,"194241",2019,"post","2",FALSE,"other",0,1,"Avail",1,188.44547031375
"1842",1842,"194241",2019,"post","2",FALSE,"other",0,1,"Avail",1,1039.43357153473
"1843",1843,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,36.9875652263292
"1844",1844,"194241",2019,"post","1",FALSE,"other",0,1,"Avail",1,208.305430974516
"1845",1845,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,430.001592570359
"1846",1846,"194241",2019,"post","14",FALSE,"freshwater",0,1,"Avail",1,1090.22281342092
"1847",1847,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1678.20718272979
"1848",1848,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2338.00424576811
"1849",1849,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,16.4032619822311
"1850",1850,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,916.434852876136
"1851",1851,"194241",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,268.209654156253
"1852",1852,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2157.86966938092
"1853",1853,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,924.274582001293
"1854",1854,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,276.42426180638
"1855",1855,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,648.095070142624
"1856",1856,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,30.5246280461384
"1857",1857,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1668.04456999684
"1858",1858,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,260.496154887604
"1859",1859,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,164.087192097758
"1860",1860,"194241",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1350.67579773493
"1861",1861,"194241",2019,"post","check",FALSE,"other",0,1,"Avail",1,2179.36507280505
"1862",1862,"194241",2019,"post","11",FALSE,"bog",0,1,"Avail",1,549.744137419038
"1863",1863,"194241",2019,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,538.480844113916
"1864",1864,"194242",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2182.82656634697
"1865",1865,"194242",2019,"post","3",FALSE,"arable_hort",0,1,"Avail",1,35.9636098181379
"1866",1866,"194242",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,2083.62648370672
"1867",1867,"194242",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,646.528767841684
"1868",1868,"194242",2019,"post","11",FALSE,"bog",0,1,"Avail",1,2466.75851956181
"1869",1869,"194242",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1495.9781237115
"1870",1870,"194242",2019,"post","11",FALSE,"bog",0,1,"Avail",1,1145.9523030061
"1871",1871,"194242",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,288.529390493213
"1872",1872,"194242",2019,"post","check",FALSE,"other",0,1,"Avail",1,1770.74131519938
"1873",1873,"194242",2019,"post","check",FALSE,"other",0,1,"Avail",1,1643.34291114381
"1874",1874,"194242",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,822.944776215083
"1875",1875,"194242",2019,"post","10",FALSE,"other_grassland",0,1,"Avail",1,123.068885984645
