"","Device_ID","Winter","PP_Shoot","Habitat","case_","ceh_broad","Case","weight","Used","weight2","gwf_dist_points"
"6400","17674",2018,"post","3",FALSE,"arable_hort",0,1,"Avail",1,227.455640520944
"6401","17674",2018,"post","11",FALSE,"bog",0,1,"Avail",1,149.979138960134
"6402","17674",2018,"post","14",FALSE,"freshwater",0,1,"Avail",1,439.556774764144
"6403","17674",2018,"post","check",FALSE,"other",0,1,"Avail",1,1021.39398917908
"6404","17674",2018,"post","10",FALSE,"other_grassland",0,1,"Avail",1,709.94008967158
"6405","17674",2018,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,354.020514959299
"6406","17674",2018,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,165.526224420977
"6407","17674",2018,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1288.02895138663
"6408","17674",2018,"post","check",FALSE,"other",0,1,"Avail",1,4030.0198087574
"6409","17674",2018,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,97.5909788347175
"6410","17674",2018,"post","check",FALSE,"other",0,1,"Avail",1,3389.37244579025
"6411","17674",2018,"post","10",FALSE,"other_grassland",0,1,"Avail",1,1490.77045173069
"6412","17674",2018,"post","10",FALSE,"other_grassland",0,1,"Avail",1,532.192431738088
"6413","17674",2018,"post","4",FALSE,"improved_grassland",0,1,"Avail",1,104.665215885678
