"","Date_ID","spatial_overlap","Raw_Farm_Name","fix_gps","FIELD_ID","Shoot_ID1","Shoot_ID2","Shoot_ID1_time","Shoot_ID2_time","Shoot_ID1_shots","Shoot_ID2_shots","Shoot_field"
"331","WHIT03_2018-02-07",1,"craigens","AO31","CP55",5969,NA,2018-02-07 11:06:00,NA,1,NA,"No"
"332","WHIT03_2018-02-10",1,"craigens","AO33","CP51",5999,6001,2018-02-10 12:01:00,2018-02-10 12:01:00,1,1,"No"
"333","PIFO10_2018-02-12",1,"kintra","KT8","KT9",6007,NA,2018-02-12 12:27:00,NA,1,NA,"No"
"334","WHIT03_2018-02-14",1,"craigens","AO32","CP55",6037,NA,2018-02-14 12:55:00,NA,1,NA,"No"
"335","WHIT03_2018-02-14",1,"craigens","AO31","CP55",6037,NA,2018-02-14 12:55:00,NA,1,NA,"No"
"336","WHIT03_2018-02-16",1,"craigens","CP1","CP55",6045,NA,2018-02-16 12:00:00,NA,1,NA,"No"
"337","WHIT03_2018-02-19",1,"craigens","CP1","CP1",6059,NA,2018-02-19 12:06:00,NA,3,NA,"Yes"
"338","WHIT03_2018-02-20",1,"craigens","CP51","CP56",6069,NA,2018-02-20 14:02:00,NA,1,NA,"No"
"339","WHIT03_2018-02-24",1,"craigens","AO30","CP55",6100,6101,2018-02-24 13:33:00,2018-02-24 13:33:00,1,1,"No"
"340","WHIT03_2018-02-27",1,"craigens","CP20","CP1",6116,NA,2018-02-27 15:02:00,NA,2,NA,"No"
"341","PIFO30.1_2018-03-02",1,"kintra","KT7","KT9",6142,NA,2018-03-02 12:05:00,NA,8,NA,"No"
"342","PIFO10_2018-03-02",1,"kintra","KT7","KT9",6142,NA,2018-03-02 12:05:00,NA,8,NA,"No"
"343","WHIT03_2018-03-06",1,"craigens","AO31","CP51",6166,NA,2018-03-06 11:21:00,NA,1,NA,"No"
"344","WHIT03_2018-03-07",1,"craigens","AO30","CP58",6170,6171,2018-03-07 11:35:00,2018-03-07 11:35:00,1,3,"No"
"345","WHIT03_2018-03-08",1,"craigens","AO30","CP55",6180,NA,2018-03-08 11:56:00,NA,1,NA,"No"
"346","WHIT03_2018-03-08",1,"craigens","AO27","CP55",6180,NA,2018-03-08 11:56:00,NA,1,NA,"No"
"347","CLEG04_2018-03-09",1,"coull","BB9","BB6",6186,NA,2018-03-09 09:59:00,NA,10,NA,"No"
"348","WHIT03_2018-03-09",1,"craigens","AO30","CP56",6187,NA,2018-03-09 10:43:00,NA,1,NA,"No"
"349","WHIT03_2018-03-10",1,"craigens","CP57","CP56",6192,6193,2018-03-10 12:31:00,2018-03-10 12:31:00,1,2,"No"
"350","WHIT03_2018-03-10",1,"craigens","AO31","CP56",6192,6193,2018-03-10 12:31:00,2018-03-10 12:31:00,1,2,"No"
"351","WHIT03_2018-03-12",1,"craigens","AO32","CP58",6203,NA,2018-03-12 11:00:00,NA,12,NA,"No"
"352","WHIT09_2018-03-13",1,"cornabus","BV30","BV13",6209,6210,2018-03-13 11:51:00,2018-03-13 11:51:00,14,2,"No"
"353","WHIT17_2018-03-13",1,"cornabus",NA,"BV16",6210,NA,2018-03-13 11:51:00,NA,2,NA,"No"
"354","WHIT17_2018-03-15",1,"cornabus","BV14","BV13",6222,NA,2018-03-15 12:30:00,NA,1,NA,"No"
"355","WHIT03_2018-03-15",1,"craigens","AO32","CP58",6219,NA,2018-03-15 15:45:00,NA,1,NA,"No"
"356","WHIT03_2018-03-16",1,"craigens","AO32","CP56",6230,6231,2018-03-16 15:15:00,2018-03-16 15:35:00,2,10,"No"
"357","WHIT03_2018-03-19",1,"craigens","CP21","CP2",6242,NA,2018-03-19 10:35:00,NA,2,NA,"No"
"358","WHIT03_2018-03-19",1,"craigens","AO32","CP2",6242,6243,2018-03-19 10:35:00,2018-03-19 10:35:00,2,2,"No"
"359","WHIT03_2018-03-26",1,"craigens","AO32","CP2",6259,6260,2018-03-26 10:25:00,2018-03-26 10:25:00,5,4,"No"
"360","UCOL31_2018-03-26",1,"cornabus","BV10","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"361","UCOL32_2018-03-26",1,"cornabus","BV10","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"362","WHIT11_2018-03-26",1,"cornabus","BV16","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"363","WHIT09_2018-03-26",1,"cornabus","BV16","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"364","WHIT17_2018-03-26",1,"cornabus","BV14","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"365","WHIT18_2018-03-26",1,"cornabus","BV32","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"366","WHIT22_2018-03-26",1,"cornabus","BV12","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"367","WHIT23_2018-03-26",1,"cornabus","BV32","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"368","WHIT24_2018-03-26",1,"cornabus","BV12","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"369","CLEG05_2018-03-26",1,"cornabus","BV32","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"370","WHIT21_2018-03-26",1,"cornabus","BV32","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"371","WHIT03_2018-03-26",1,"craigens","CP2","CP2",6259,6260,2018-03-26 10:25:00,2018-03-26 10:25:00,5,4,"Yes"
"372","WHIT24_2018-03-26",1,"cornabus","BV10","BV13",6267,NA,2018-03-26 11:45:00,NA,1,NA,"No"
"373","WHIT03_2018-03-27",1,"craigens","CP51","CP56",6274,NA,2018-03-27 10:57:00,NA,1,NA,"No"
"374","WHIT03_2018-03-28",1,"craigens","CP1","CP58",6284,NA,2018-03-28 15:30:00,NA,3,NA,"No"
"375","WHIT03_2018-03-29",1,"craigens","AO33","CP56",6293,NA,2018-03-29 14:28:00,NA,1,NA,"No"
"376","WHIT03_2018-03-31",1,"craigens","AO33","CP55",6310,NA,2018-03-31 12:05:00,NA,1,NA,"No"
"377","UCOL32_2018-04-01",1,"cornabus","BV10","BV13",6318,NA,2018-04-01 13:24:00,NA,1,NA,"No"
"378","CLEG05_2018-04-01",1,"cornabus","BV12","BV13",6318,NA,2018-04-01 13:24:00,NA,1,NA,"No"
"379","WHIT24_2018-04-01",1,"cornabus","BV12","BV13",6318,NA,2018-04-01 13:24:00,NA,1,NA,"No"
"380","UCOL32_2018-04-01",1,"cornabus","BV11","BV13",6318,NA,2018-04-01 13:24:00,NA,1,NA,"No"
"381","WHIT23_2018-04-01",1,"cornabus","BV10","BV13",6318,NA,2018-04-01 13:24:00,NA,1,NA,"No"
"382","WHIT03_2018-04-02",1,"craigens","AO32","CP56",6328,NA,2018-04-02 14:45:00,NA,1,NA,"No"
"383","WHIT03_2018-11-08",1,"craigens","CP51","CP58",6383,NA,2018-11-08 09:27:00,NA,1,NA,"No"
"384","WHIT16_2018-11-08",1,"rockside","RK2","RK7",6385,NA,2018-11-08 13:35:00,NA,1,NA,"No"
"385","WHIT03_2018-11-08",1,"craigens","CP51","CP58",6386,NA,2018-11-08 13:57:00,NA,1,NA,"No"
"386","WHIT03_2018-11-08",1,"craigens","AO32","CP58",6386,NA,2018-11-08 13:57:00,NA,1,NA,"No"
"387","UCOL31_2018-11-09",1,"cornabus","BV32","BV14",6387,NA,2018-11-09 11:07:00,NA,10,NA,"No"
"388","WHIT21_2018-11-09",1,"cornabus","BV32","BV14",6387,NA,2018-11-09 11:07:00,NA,10,NA,"No"
"389","WHIT22_2018-11-09",1,"cornabus","BV12","BV14",6387,NA,2018-11-09 11:07:00,NA,10,NA,"No"
"390","WHIT03_2018-11-09",1,"craigens","CP51","CP56",6390,NA,2018-11-09 11:50:00,NA,1,NA,"No"
"391","WHIT10_2018-11-09",1,"cornabus","BV12","BV14",6387,NA,2018-11-09 11:07:00,NA,10,NA,"No"
"392","WHIT03_2018-11-10",1,"craigens","CP51","CP58",6395,NA,2018-11-10 10:51:00,NA,1,NA,"No"
"393","WHIT03_2018-11-10",1,"craigens","AO33","CP58",6395,NA,2018-11-10 10:51:00,NA,1,NA,"No"
"394","WHIT03_2018-11-12",1,"craigens","AO32","CP3",6396,6397,2018-11-12 10:35:00,2018-11-12 10:35:00,1,1,"No"
"395","WHIT16_2018-11-15",1,"coull","BB7","BB6",6409,NA,2018-11-15 10:44:00,NA,1,NA,"No"
"396","WHIT16_2018-11-15",1,"coull","BB6","BB6",6409,NA,2018-11-15 10:44:00,NA,1,NA,"Yes"
"397","WHIT03_2018-11-15",1,"craigens","AO33","CP55",6411,NA,2018-11-15 11:41:00,NA,1,NA,"No"
"398","WHIT03_2018-11-16",1,"craigens","CP51","CP10",6418,NA,2018-11-16 15:15:00,NA,1,NA,"No"
"399","WHIT16_2018-11-22",1,"coull",NA,"BB6",6427,NA,2018-11-22 14:06:00,NA,1,NA,"No"
"400","WHIT16_2018-11-22",1,"coull","BB3","BB6",6427,NA,2018-11-22 14:06:00,NA,1,NA,"No"
"401","CLEG04_2018-11-22",1,"coull","BB23","BB6",6427,NA,2018-11-22 14:06:00,NA,1,NA,"No"
"402","17786_2018-11-23",1,"craigens","CP10","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"Yes"
"403","17674_2018-11-23",1,"craigens","CP10","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"Yes"
"404","PIFO30.2_2018-11-23",1,"craigens","CP10","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"Yes"
"405","PIFO47_2018-11-23",1,"craigens","CP2","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"No"
"406","171211_2018-11-23",1,"craigens","CP7","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"No"
"407","17790_2018-11-23",1,"craigens","CP2","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"No"
"408","17796_2018-11-23",1,"craigens","CP2","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"No"
"409","17806_2018-11-23",1,"craigens","CP2","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"No"
"410","171211_2018-11-23",1,"craigens","CP2","CP10",6431,NA,2018-11-23 15:00:00,NA,2,NA,"No"
"411","17790_2018-11-30",1,"craigens","CP3","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"412","171211_2018-11-30",1,"craigens","CP3","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"413","17796_2018-11-30",1,"craigens","CP55","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"414","17786_2018-11-30",1,"craigens","CP55","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"415","17806_2018-11-30",1,"craigens","CP3","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"416","17674_2018-11-30",1,"craigens","CP3","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"417","171211_2018-11-30",1,"craigens","CP56","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"418","171211_2018-11-30",1,"craigens","CP10","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"419","17796_2018-11-30",1,"craigens","CP3","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"420","PIFO30.2_2018-11-30",1,"craigens","CP51","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"421","PIFO47_2018-11-30",1,"craigens","CP3","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"422","17786_2018-11-30",1,"craigens","CP3","CP58",6436,NA,2018-11-30 10:05:00,NA,1,NA,"No"
"423","WHIT16_2018-11-30",1,"coull","BB3","BB6",6438,NA,2018-11-30 11:12:00,NA,1,NA,"No"
"424","17796_2018-12-01",1,"craigens","AO31","CP55",6441,NA,2018-12-01 09:39:00,NA,3,NA,"No"
"425","171211_2018-12-01",1,"craigens","CP10","CP55",6441,NA,2018-12-01 09:39:00,NA,3,NA,"No"
"426","17790_2018-12-03",1,"craigens","CP1","CP10",6445,NA,2018-12-03 10:26:00,NA,1,NA,"No"
"427","17796_2018-12-03",1,"craigens","CP1","CP10",6445,NA,2018-12-03 10:26:00,NA,1,NA,"No"
"428","PIFO30.2_2018-12-03",1,"craigens","CP8","CP10",6445,NA,2018-12-03 10:26:00,NA,1,NA,"No"
"429","PIFO47_2018-12-03",1,"craigens","CP1","CP10",6445,NA,2018-12-03 10:26:00,NA,1,NA,"No"
"430","17786_2018-12-03",1,"craigens","CP1","CP10",6445,NA,2018-12-03 10:26:00,NA,1,NA,"No"
"431","17806_2018-12-03",1,"craigens","CP1","CP10",6445,6446,2018-12-03 10:26:00,2018-12-03 10:26:00,1,1,"No"
"432","WHIT16_2018-12-03",1,"coull","BB5","BB6",6447,NA,2018-12-03 11:57:00,NA,1,NA,"No"
"433","WHIT16_2018-12-03",1,"coull",NA,"BB6",6447,NA,2018-12-03 11:57:00,NA,1,NA,"No"
"434","CLEG04_2018-12-03",1,"coull",NA,"BB6",6447,NA,2018-12-03 11:57:00,NA,1,NA,"No"
"435","WHIT19_2018-12-04",1,"cornabus",NA,"BV14",6451,NA,2018-12-04 11:18:00,NA,20,NA,"No"
"436","WHIT10_2018-12-04",1,"cornabus","BV23","BV14",6451,NA,2018-12-04 11:18:00,NA,20,NA,"No"
"437","WHIT22_2018-12-04",1,"cornabus","BV16","BV14",6451,NA,2018-12-04 11:18:00,NA,20,NA,"No"
"438","17806_2018-12-06",1,"craigens","CP3","CP3",6457,6458,2018-12-06 10:13:00,2018-12-06 10:13:00,1,10,"Yes"
"439","PIFO30.2_2018-12-06",1,"craigens","CP51","CP3",6457,6458,2018-12-06 10:13:00,2018-12-06 10:13:00,1,10,"No"
"440","17786_2018-12-06",1,"craigens","CP55","CP3",6457,6458,2018-12-06 10:13:00,2018-12-06 10:13:00,1,10,"No"
"441","17806_2018-12-06",1,"craigens","CP55","CP3",6457,6458,2018-12-06 10:13:00,2018-12-06 10:13:00,1,10,"No"
"442","17790_2018-12-06",1,"craigens","AO32","CP3",6457,6458,2018-12-06 10:13:00,2018-12-06 10:13:00,1,10,"No"
"443","PIFO30.2_2018-12-07",1,"craigens","CP51","CP58",6468,NA,2018-12-07 15:25:00,NA,1,NA,"No"
"444","PIFO30.2_2018-12-13",1,"craigens","CP51","CP3",6489,6490,2018-12-13 12:36:00,2018-12-13 12:36:00,1,1,"No"
"445","PIFO30.2_2018-12-14",1,"craigens","CP51","CP58",6494,NA,2018-12-14 10:45:00,NA,1,NA,"No"
"446","PIFO30.2_2018-12-14",1,"craigens","CP51","CP56",6497,NA,2018-12-14 14:35:00,NA,1,NA,"No"
"447","PIFO30.2_2018-12-18",1,"craigens","CP3","CP51",6513,6514,2018-12-18 09:27:00,2018-12-18 09:27:00,1,1,"No"
"448","CLEG05_2018-12-24",1,"ballivicar","BV14","BV22",6528,NA,2018-12-24 10:47:00,NA,2,NA,"No"
"449","WHIT19_2018-12-24",1,"ballivicar","BV14","BV22",6528,NA,2018-12-24 10:47:00,NA,2,NA,"No"
"450","17796_2018-12-24",1,"craigens","CP20","CP10",6529,NA,2018-12-24 13:22:00,NA,3,NA,"No"
"451","UCOL35_2018-12-24",1,"craigens","CP1","CP10",6529,NA,2018-12-24 13:22:00,NA,3,NA,"No"
"452","171211_2018-12-24",1,"craigens","CP5","CP10",6529,NA,2018-12-24 13:22:00,NA,3,NA,"No"
"453","17796_2018-12-24",1,"craigens","CP2","CP10",6529,NA,2018-12-24 13:22:00,NA,3,NA,"No"
"454","PIFO47_2018-12-24",1,"craigens","CP2","CP10",6529,NA,2018-12-24 13:22:00,NA,3,NA,"No"
"455","171211_2018-12-24",1,"craigens","CP3","CP10",6529,NA,2018-12-24 13:22:00,NA,3,NA,"No"
"456","WHIT16_2018-12-24",1,"ballinaby","BB6","BB7",6530,NA,2018-12-24 14:16:00,NA,1,NA,"No"
"457","PIFO30.2_2018-12-27",1,"craigens","CP1","CP10",6533,NA,2018-12-27 10:55:00,NA,10,NA,"No"
"458","CLEG04_2018-12-27",1,"ballinaby","BB6","BB7",6534,NA,2018-12-27 11:59:00,NA,1,NA,"No"
"459","WHIT17_2018-12-29",1,"ballivicar",NA,"BV22",6543,NA,2018-12-29 13:36:00,NA,1,NA,"No"
"460","17790_2019-01-03",1,"craigens","CP1","CP10",6550,NA,2019-01-03 12:14:00,NA,1,NA,"No"
"461","PIFO47_2019-01-03",1,"craigens","CP1","CP10",6550,NA,2019-01-03 12:14:00,NA,1,NA,"No"
"462","UCOL35_2019-01-03",1,"craigens","CP1","CP10",6550,NA,2019-01-03 12:14:00,NA,1,NA,"No"
"463","WHIT16_2019-01-04",1,"coull","BB6","BB2",6554,NA,2019-01-04 10:37:00,NA,1,NA,"No"
"464","UCOL35_2019-01-04",1,"craigens","CP1","CP55",6555,NA,2019-01-04 11:12:00,NA,1,NA,"No"
"465","17786_2019-01-07",1,"craigens","CP1","CP55",6563,NA,2019-01-07 13:05:00,NA,3,NA,"No"
"466","17790_2019-01-10",1,"craigens","CP1","CP56",6575,NA,2019-01-10 12:20:00,NA,1,NA,"No"
"467","PIFO30.2_2019-01-10",1,"craigens","CP58","CP56",6575,NA,2019-01-10 12:20:00,NA,1,NA,"No"
"468","UCOL35_2019-01-14",1,"craigens","CP2","CP10",6584,NA,2019-01-14 15:01:00,NA,3,NA,"No"
"469","WHIT17_2019-01-17",1,"cornabus","BV16","BV14",6589,NA,2019-01-17 10:31:00,NA,1,NA,"No"
"470","17790_2019-01-17",1,"craigens","CP20","CP5",6588,NA,2019-01-17 14:13:00,NA,1,NA,"No"
"471","UCOL35_2019-01-17",1,"craigens","CP21","CP5",6588,NA,2019-01-17 14:13:00,NA,1,NA,"No"
"472","17796_2019-01-17",1,"craigens","CP20","CP5",6588,NA,2019-01-17 14:13:00,NA,1,NA,"No"
"473","17790_2019-01-18",1,"craigens","CP21","CP3",6591,NA,2019-01-18 13:31:00,NA,6,NA,"No"
"474","17796_2019-01-18",1,"craigens","CP20","CP3",6591,NA,2019-01-18 13:31:00,NA,6,NA,"No"
"475","17796_2019-01-18",1,"craigens","CP51","CP3",6591,NA,2019-01-18 13:31:00,NA,6,NA,"No"
"476","17796_2019-01-18",1,"craigens","CP2","CP3",6591,NA,2019-01-18 13:31:00,NA,6,NA,"No"
"477","17790_2019-01-18",1,"craigens","CP2","CP3",6591,NA,2019-01-18 13:31:00,NA,6,NA,"No"
"478","PIFO47_2019-01-18",1,"craigens","CP2","CP3",6591,NA,2019-01-18 13:31:00,NA,6,NA,"No"
"479","17790_2019-01-21",1,"craigens","CP55","CP3",6597,NA,2019-01-21 10:59:00,NA,1,NA,"No"
"480","17790_2019-01-21",1,"craigens","CP10","CP3",6597,NA,2019-01-21 10:59:00,NA,1,NA,"No"
"481","17796_2019-01-23",1,"craigens","CP2","CP55",6603,NA,2019-01-23 09:41:00,NA,1,NA,"No"
"482","17790_2019-01-23",1,"craigens","CP2","CP55",6603,NA,2019-01-23 09:41:00,NA,1,NA,"No"
"483","17790_2019-01-28",1,"craigens","CP21","CP3",6609,NA,2019-01-28 10:20:00,NA,1,NA,"No"
"484","PIFO47_2019-01-28",1,"craigens","CP20","CP3",6609,NA,2019-01-28 10:20:00,NA,1,NA,"No"
"485","UCOL35_2019-01-28",1,"craigens","CP20","CP3",6609,NA,2019-01-28 10:20:00,NA,1,NA,"No"
"486","17790_2019-01-28",1,"craigens","CP20","CP3",6609,NA,2019-01-28 10:20:00,NA,1,NA,"No"
"487","17674_2019-01-31",1,"kilchiaran","KI7","KI8",6619,NA,2019-01-31 15:10:00,NA,2,NA,"No"
"488","17674_2019-01-31",1,"kilchiaran","KI4","KI8",6619,NA,2019-01-31 15:10:00,NA,2,NA,"No"
"489","PIFO30.2_2019-01-31",1,"kilchiaran","KI4","KI8",6619,NA,2019-01-31 15:10:00,NA,2,NA,"No"
"490","171211_2019-02-04",1,"craigens","CP51","CP58",6634,NA,2019-02-04 13:00:00,NA,14,NA,"No"
"491","17674_2019-02-05",1,"kilchiaran","KI8","KI8",6636,NA,2019-02-05 10:25:00,NA,10,NA,"Yes"
"492","PIFO30.2_2019-02-05",1,"kilchiaran","KI6","KI8",6636,NA,2019-02-05 10:25:00,NA,10,NA,"No"
"493","17674_2019-02-05",1,"kilchiaran","KI6","KI8",6636,NA,2019-02-05 10:25:00,NA,10,NA,"No"
"494","17790_2019-02-07",1,"craigens","CP20","CP3",6646,NA,2019-02-07 09:39:00,NA,1,NA,"No"
"495","17674_2019-02-07",1,"craigens","CP20","CP3",6646,NA,2019-02-07 09:39:00,NA,1,NA,"No"
"496","17796_2019-02-07",1,"craigens","CP20","CP3",6646,NA,2019-02-07 09:39:00,NA,1,NA,"No"
"497","17786_2019-02-07",1,"craigens","CP20","CP3",6646,NA,2019-02-07 09:39:00,NA,1,NA,"No"
"498","17806_2019-02-07",1,"craigens","CP20","CP3",6646,NA,2019-02-07 09:39:00,NA,1,NA,"No"
"499","PIFO47_2019-02-07",1,"craigens","CP20","CP3",6646,NA,2019-02-07 09:39:00,NA,1,NA,"No"
"500","WHIT16_2019-02-07",1,"ballinaby","LK29","LK15",6647,NA,2019-02-07 10:33:00,NA,1,NA,"No"
"501","17796_2019-02-08",1,"craigens","CP1","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"502","171211_2019-02-08",1,"craigens","CP51","CP58",6652,6653,2019-02-08 13:31:00,2019-02-08 13:31:00,1,1,"No"
"503","17806_2019-02-08",1,"craigens","CP1","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"504","17786_2019-02-08",1,"craigens","CP1","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"505","17790_2019-02-08",1,"craigens","CP1","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"506","17796_2019-02-08",1,"craigens","AO33","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"507","17806_2019-02-08",1,"craigens","AO33","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"508","17796_2019-02-08",1,"craigens","AO33","CP58",6652,6653,2019-02-08 13:31:00,2019-02-08 13:31:00,1,1,"No"
"509","17790_2019-02-08",1,"craigens","AO33","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"510","17786_2019-02-08",1,"craigens","AO33","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"511","17806_2019-02-08",1,"craigens","CP2","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"512","17796_2019-02-08",1,"craigens","CP10","CP58",6652,6653,2019-02-08 13:31:00,2019-02-08 13:31:00,1,1,"No"
"513","17786_2019-02-08",1,"craigens","CP10","CP58",6652,6653,2019-02-08 13:31:00,2019-02-08 13:31:00,1,1,"No"
"514","171211_2019-02-08",1,"craigens","CP20","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"515","PIFO47_2019-02-08",1,"craigens","CP1","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"516","UCOL35_2019-02-08",1,"craigens","CP1","CP55",6653,NA,2019-02-08 13:31:00,NA,1,NA,"No"
"517","WHIT16_2019-02-09",1,"coull","BB9","BB2",6656,NA,2019-02-09 11:39:00,NA,1,NA,"No"
"518","CLEG04_2019-02-09",1,"coull","BB9","BB2",6656,NA,2019-02-09 11:39:00,NA,1,NA,"No"
"519","171211_2019-02-12",1,"craigens","CP51","CP56",6662,NA,2019-02-12 09:30:00,NA,1,NA,"No"
"520","WHIT16_2019-02-12",1,"coull","BB3","BB6",6664,NA,2019-02-12 14:09:00,NA,1,NA,"No"
"521","171211_2019-02-14",1,"craigens","CP10","CP58",6669,6670,2019-02-14 10:00:00,2019-02-14 10:10:00,1,5,"No"
"522","171211_2019-02-14",1,"craigens","CP2","CP3",6670,6671,2019-02-14 10:10:00,2019-02-14 10:18:00,5,1,"No"
"523","17806_2019-02-14",1,"craigens","AO31","CP58",6669,6670,2019-02-14 10:00:00,2019-02-14 10:10:00,1,5,"No"
"524","17796_2019-02-14",1,"craigens","CP2","CP3",6670,6671,2019-02-14 10:10:00,2019-02-14 10:18:00,5,1,"No"
"525","17790_2019-02-14",1,"craigens","CP2","CP3",6670,6671,2019-02-14 10:10:00,2019-02-14 10:18:00,5,1,"No"
"526","17786_2019-02-14",1,"craigens","CP2","CP3",6670,6671,2019-02-14 10:10:00,2019-02-14 10:18:00,5,1,"No"
"527","17806_2019-02-14",1,"craigens","CP20","CP3",6670,6671,2019-02-14 10:10:00,2019-02-14 10:18:00,5,1,"No"
"528","17796_2019-02-14",1,"craigens","CP20","CP3",6670,6671,2019-02-14 10:10:00,2019-02-14 10:18:00,5,1,"No"
"529","17790_2019-02-14",1,"craigens","CP20","CP3",6670,NA,2019-02-14 10:10:00,NA,5,NA,"No"
"530","17786_2019-02-14",1,"craigens","CP20","CP3",6670,NA,2019-02-14 10:10:00,NA,5,NA,"No"
"531","17796_2019-02-14",1,"craigens","CP20","CP3",6670,NA,2019-02-14 10:10:00,NA,5,NA,"No"
"532","17806_2019-02-14",1,"craigens","CP20","CP3",6670,NA,2019-02-14 10:10:00,NA,5,NA,"No"
"533","171211_2019-02-14",1,"craigens","CP51","CP55",6671,NA,2019-02-14 10:18:00,NA,1,NA,"No"
"534","17796_2019-02-20",1,"craigens","CP20","CP55",6677,NA,2019-02-20 11:52:00,NA,3,NA,"No"
"535","17790_2019-02-20",1,"craigens","CP20","CP55",6677,NA,2019-02-20 11:52:00,NA,3,NA,"No"
"536","17806_2019-02-20",1,"craigens","CP20","CP55",6677,NA,2019-02-20 11:52:00,NA,3,NA,"No"
"537","171211_2019-02-20",1,"craigens","CP2","CP55",6677,NA,2019-02-20 11:52:00,NA,3,NA,"No"
"538","17674_2019-02-21",1,"kilchiaran","KI17","KI17",6680,NA,2019-02-21 10:30:00,NA,3,NA,"Yes"
"539","PIFO30.2_2019-02-21",1,"kilchiaran","KI17","KI17",6680,NA,2019-02-21 10:30:00,NA,3,NA,"Yes"
"540","17674_2019-02-21",1,"kilchiaran","KI6","KI17",6680,NA,2019-02-21 10:30:00,NA,3,NA,"No"
"541","17786_2019-02-21",1,"craigens","CP1","CP55",6681,NA,2019-02-21 11:50:00,NA,1,NA,"No"
"542","17796_2019-02-21",1,"craigens","CP1","CP55",6681,NA,2019-02-21 11:50:00,NA,1,NA,"No"
"543","17790_2019-02-21",1,"craigens","CP1","CP55",6681,NA,2019-02-21 11:50:00,NA,1,NA,"No"
"544","17806_2019-02-21",1,"craigens","CP1","CP55",6681,NA,2019-02-21 11:50:00,NA,1,NA,"No"
"545","171211_2019-02-21",1,"craigens","CP5","CP55",6681,NA,2019-02-21 11:50:00,NA,1,NA,"No"
"546","UCOL35_2019-02-21",1,"craigens","CP1","CP55",6681,NA,2019-02-21 11:50:00,NA,1,NA,"No"
"547","171211_2019-02-21",1,"craigens","CP2","CP55",6681,NA,2019-02-21 11:50:00,NA,1,NA,"No"
"548","17796_2019-02-22",1,"craigens","CP1","CP56",6683,NA,2019-02-22 12:43:00,NA,1,NA,"No"
"549","17790_2019-02-22",1,"craigens","CP1","CP56",6683,NA,2019-02-22 12:43:00,NA,1,NA,"No"
"550","UCOL35_2019-02-22",1,"craigens","CP1","CP56",6683,NA,2019-02-22 12:43:00,NA,1,NA,"No"
"551","17806_2019-02-22",1,"craigens","CP1","CP56",6683,NA,2019-02-22 12:43:00,NA,1,NA,"No"
"552","17786_2019-02-22",1,"craigens","CP1","CP56",6683,NA,2019-02-22 12:43:00,NA,1,NA,"No"
