"","bird_trips","birdID","totaldist","daydist","Device_ID","UTC_Date","Species","Month","Year","Winter","Disturbance","Total_fixes","year_day","fix_gps","Raw_Farm_Name","Shoot_field","mode_hld_farm","shoot_date","totaldist_log","events_total","shoot_freq","indiv_dist","Disturbance2","shoot_date_sc","events_total_sc","shoot_freq_sc","indiv_dist_sc","Sex","Tag_Winter","Disturbance_shoot"
"51","BARN13_12/03/2020","BARN13",6.51854015083142,NA,"BARN13",2020-03-12,"GBG",3,2020,"2019",0,13,72,NA,NA,"No","ROCKSIDE FARM",132,1.87465044762177,428,2.37777777777778,0,"No_Shoot",0.507811169106186,-0.235862727415038,-0.235862727415038,-0.657227187435467,"M","BARN13_2019","1"
"52","BARN13_13/03/2020","BARN13",4.88570214524176,NA,"BARN13",2020-03-13,"GBG",3,2020,"2019",0,13,73,NA,NA,"No","COULL1",133,1.58631301011812,428,2.37777777777778,0,"No_Shoot",0.529709834084962,-0.235862727415038,-0.235862727415038,-0.657227187435467,"M","BARN13_2019","1"
"53","BARN13_14/03/2020","BARN13",3.48599962279538,NA,"BARN13",2020-03-14,"GBG",3,2020,"2019",1,13,74,"RK8","rockside","No","ROCKSIDE FARM",134,1.24875483889225,428,2.37777777777778,1,"Shoot",0.551608499063739,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","2"
"54","BARN13_15/03/2020","BARN13",2.22541071275928,NA,"BARN13",2020-03-15,"GBG",3,2020,"2019",0,13,75,NA,NA,"No","SI.AORADH",135,0.799941488587735,428,2.37777777777778,1,"No_Shoot",0.573507164042515,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","1"
"55","BARN13_16/03/2020","BARN13",5.14770883388612,NA,"BARN13",2020-03-16,"GBG",3,2020,"2019",0,12,76,NA,NA,"No","ROCKSIDE FARM",136,1.63855172906018,428,2.37777777777778,1,"No_Shoot",0.595405829021292,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","1"
"56","BARN13_17/03/2020","BARN13",4.00009076725335,NA,"BARN13",2020-03-17,"GBG",3,2020,"2019",0,12,77,NA,NA,"No","SI.AORADH",137,1.38631705267577,428,2.37777777777778,1,"No_Shoot",0.617304494000068,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","1"
"57","BARN13_18/03/2020","BARN13",5.78788600240676,NA,"BARN13",2020-03-18,"GBG",3,2020,"2019",0,12,78,NA,NA,"No","SI.AORADH",138,1.7557671130685,428,2.37777777777778,1,"No_Shoot",0.639203158978845,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","1"
"58","BARN13_19/03/2020","BARN13",5.8066099238553,NA,"BARN13",2020-03-19,"GBG",3,2020,"2019",0,12,79,NA,NA,"No","SI.AORADH",139,1.75899691069736,428,2.37777777777778,1,"No_Shoot",0.661101823957621,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","1"
"59","BARN13_20/03/2020","BARN13",10.9117625330076,NA,"BARN13",2020-03-20,"GBG",3,2020,"2019",0,12,80,NA,NA,"No","SI.AORADH",140,2.38984133885987,428,2.37777777777778,1,"No_Shoot",0.683000488936398,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","1"
"60","BARN13_21/03/2020","BARN13",2.32448895412143,NA,"BARN13",2020-03-21,"GBG",3,2020,"2019",0,12,81,NA,NA,"No","SI.AORADH",141,0.843500210199775,428,2.37777777777778,1,"No_Shoot",0.704899153915174,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","1"
"61","BARN13_22/03/2020","BARN13",1.17371529253655,NA,"BARN13",2020-03-22,"GBG",3,2020,"2019",0,12,82,NA,NA,"No","SI.AORADH",142,0.160174181379221,428,2.37777777777778,1,"No_Shoot",0.726797818893951,-0.235862727415038,-0.235862727415038,-0.476108038915471,"M","BARN13_2019","1"
